system:index,count,elevation,grid_id,grid_uid,ndvi,population,rain_1d,rain_30d,rain_7d,slope,soil_moisture,soil_type,.geo
+3464+904,1,426.25,3464500904,+3464+904,0.5027114624778429,,16.167810440063477,380.1477464437485,185.03736114501953,7.952847682767445,0.29959790826388144,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.362310505321425],[93.37987378422426,24.362310505321425],[93.37987378422426,24.38925996384501],[93.35292432570068,24.38925996384501],[93.35292432570068,24.362310505321425]]]}"
+3464+905,1,324.25,3464500905,+3464+905,0.49331705686118865,,14.756232579549154,374.51017399628955,158.115109761556,6.37770148118337,0.29959790826388144,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.38925996384501],[93.37987378422426,24.38925996384501],[93.37987378422426,24.416209422368595],[93.35292432570068,24.416209422368595],[93.35292432570068,24.38925996384501]]]}"
+3464+906,1,282.1111111111111,3464500906,+3464+906,0.49072514805528855,,14.050443649291992,371.6913877725601,144.65398406982422,4.820695616304874,0.29959790826388144,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.416209422368595],[93.37987378422426,24.416209422368595],[93.37987378422426,24.44315888089218],[93.35292432570068,24.44315888089218],[93.35292432570068,24.416209422368595]]]}"
+3464+907,1,284.4166666666667,3464500907,+3464+907,0.4974960560599963,,12.711771647135416,394.46423335870105,156.0443572998047,5.575027561850018,0.30908403498215564,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.44315888089218],[93.37987378422426,24.44315888089218],[93.37987378422426,24.470108339415766],[93.35292432570068,24.470108339415766],[93.35292432570068,24.44315888089218]]]}"
+3464+908,1,365.77777777777777,3464500908,+3464+908,0.5108566366963916,,12.042435646057129,405.85065615177155,161.73954391479492,6.43645937078529,0.31382709834129296,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.470108339415766],[93.37987378422426,24.470108339415766],[93.37987378422426,24.497057797939352],[93.35292432570068,24.497057797939352],[93.35292432570068,24.470108339415766]]]}"
+3464+909,1,415.47222222222223,3464500909,+3464+909,0.5214830661813418,,26.60133186976115,410.70189527670544,172.89351526896158,9.086443755361769,0.31382709834129296,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.497057797939352],[93.37987378422426,24.497057797939352],[93.37987378422426,24.524007256462937],[93.35292432570068,24.524007256462937],[93.35292432570068,24.497057797939352]]]}"
+3464+910,1,452.8888888888889,3464500910,+3464+910,0.5205369591712952,,29.513111114501953,411.6721431016922,175.12430953979492,11.171969519721138,0.31382709834129296,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.524007256462937],[93.37987378422426,24.524007256462937],[93.37987378422426,24.550956714986523],[93.35292432570068,24.550956714986523],[93.35292432570068,24.524007256462937]]]}"
+3464+911,1,530.4444444444445,3464500911,+3464+911,0.5142083060410287,,30.806743621826172,436.48994505405426,170.10967254638672,16.321792052851784,0.3198154432044182,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.550956714986523],[93.37987378422426,24.550956714986523],[93.37987378422426,24.577906173510108],[93.35292432570068,24.577906173510108],[93.35292432570068,24.550956714986523]]]}"
+3464+912,1,635.5555555555555,3464500912,+3464+912,0.5242968847354254,,28.987477620442707,439.81598009665805,169.26373100280762,15.990295555856493,0.3198154432044182,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.577906173510108],[93.37987378422426,24.577906173510108],[93.37987378422426,24.604855632033694],[93.35292432570068,24.604855632033694],[93.35292432570068,24.577906173510108]]]}"
+3464+913,1,634.8611111111111,3464500913,+3464+913,0.535335990289847,,19.89114761352539,456.4461553096771,165.0340232849121,12.53549595011605,0.3198154432044182,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.604855632033694],[93.37987378422426,24.604855632033694],[93.37987378422426,24.63180509055728],[93.35292432570068,24.63180509055728],[93.35292432570068,24.604855632033694]]]}"
+3464+914,1,942.8611111111111,3464500914,+3464+914,0.49942797753545976,,19.795956293741863,466.4055100282033,166.82349268595377,17.903120398521423,0.3163760337655403,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.63180509055728],[93.37987378422426,24.63180509055728],[93.37987378422426,24.658754549080868],[93.35292432570068,24.658754549080868],[93.35292432570068,24.63180509055728]]]}"
+3464+915,1,1255.7777777777778,3464500915,+3464+915,0.5045930453472667,,19.605573654174805,486.32421946525574,170.4024314880371,14.712234722243416,0.3094972148877845,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.658754549080868],[93.37987378422426,24.658754549080868],[93.37987378422426,24.685704007604453],[93.35292432570068,24.685704007604453],[93.35292432570068,24.658754549080868]]]}"
+3464+916,1,822.0833333333334,3464500916,+3464+916,0.5356085573633512,,29.47853374481201,482.4581229686737,175.15828895568848,13.796416693263584,0.3094972148877845,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.685704007604453],[93.37987378422426,24.685704007604453],[93.37987378422426,24.71265346612804],[93.35292432570068,24.71265346612804],[93.35292432570068,24.685704007604453]]]}"
+3464+917,1,453.97222222222223,3464500917,+3464+917,0.5149171062641673,,39.35149383544922,478.5920264720917,179.91414642333984,10.862434420320723,0.3094972148877845,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.71265346612804],[93.37987378422426,24.71265346612804],[93.37987378422426,24.739602924651624],[93.35292432570068,24.739602924651624],[93.35292432570068,24.71265346612804]]]}"
+3464+918,1,509.25,3464500918,+3464+918,0.49451271692911786,,36.99503072102865,471.6323082447052,183.35077285766602,12.028668204943338,0.302776456859014,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.739602924651624],[93.37987378422426,24.739602924651624],[93.37987378422426,24.76655238317521],[93.35292432570068,24.76655238317521],[93.35292432570068,24.739602924651624]]]}"
+3464+919,1,383.77777777777777,3464500919,+3464+919,0.5067156495319473,,35.81679916381836,468.15244913101196,185.0690860748291,12.301904188262093,0.2994160778446285,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.76655238317521],[93.37987378422426,24.76655238317521],[93.37987378422426,24.793501841698795],[93.35292432570068,24.793501841698795],[93.35292432570068,24.76655238317521]]]}"
+3464+920,1,327.9166666666667,3464500920,+3464+920,0.5169952462116877,,22.5163787206014,496.8232665459315,176.0660079320272,11.195288138257133,0.2994160778446285,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.793501841698795],[93.37987378422426,24.793501841698795],[93.37987378422426,24.82045130022238],[93.35292432570068,24.82045130022238],[93.35292432570068,24.793501841698795]]]}"
+3464+921,1,481.25,3464500921,+3464+921,0.5168195590376854,,19.856294631958008,502.5574300289154,174.2653923034668,13.771074992087152,0.2994160778446285,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.82045130022238],[93.37987378422426,24.82045130022238],[93.37987378422426,24.847400758745966],[93.35292432570068,24.847400758745966],[93.35292432570068,24.82045130022238]]]}"
+3464+922,1,544.6111111111111,3464500922,+3464+922,0.5033409794171652,,23.329403241475422,532.9216787815094,174.22864882151285,13.690063416957855,0.29432264702505173,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.847400758745966],[93.37987378422426,24.847400758745966],[93.37987378422426,24.87435021726955],[93.35292432570068,24.87435021726955],[93.35292432570068,24.847400758745966]]]}"
+3464+923,1,385.3611111111111,3464500923,+3464+923,0.5135365939802594,,24.024024963378906,538.9945285320282,174.22130012512207,11.530880861812168,0.29330396086113636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.87435021726955],[93.37987378422426,24.87435021726955],[93.37987378422426,24.901299675793137],[93.35292432570068,24.901299675793137],[93.35292432570068,24.87435021726955]]]}"
+3464+924,1,505.1388888888889,3464500924,+3464+924,0.5003922093245718,,19.4475040435791,524.1182727813721,166.4981861114502,12.881575372483995,0.29330396086113636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.901299675793137],[93.37987378422426,24.901299675793137],[93.37987378422426,24.928249134316722],[93.35292432570068,24.928249134316722],[93.35292432570068,24.901299675793137]]]}"
+3464+925,1,690.5,3464500925,+3464+925,0.4995819388164414,,20.268749237060547,527.9591608047485,166.94545777638754,14.530529552035862,0.29426486539332664,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.928249134316722],[93.37987378422426,24.928249134316722],[93.37987378422426,24.955198592840308],[93.35292432570068,24.955198592840308],[93.35292432570068,24.928249134316722]]]}"
+3464+926,1,444.9166666666667,3464500926,+3464+926,0.5209597200155258,,24.374975204467773,547.1636009216309,169.18181610107422,12.83924818204509,0.29906938805427724,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.955198592840308],[93.37987378422426,24.955198592840308],[93.37987378422426,24.982148051363893],[93.35292432570068,24.982148051363893],[93.35292432570068,24.955198592840308]]]}"
+3464+927,1,222.91666666666666,3464500927,+3464+927,0.5147352442145348,,23.876129150390625,547.5161979993185,166.6649602254232,4.321421374049452,0.29906938805427724,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,24.982148051363893],[93.37987378422426,24.982148051363893],[93.37987378422426,25.00909750988748],[93.35292432570068,25.00909750988748],[93.35292432570068,24.982148051363893]]]}"
+3464+928,1,224.91666666666666,3464500928,+3464+928,0.48873826530244613,,22.878437042236328,548.2213921546936,161.6312484741211,3.693593665957451,0.29906938805427724,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,25.00909750988748],[93.37987378422426,25.00909750988748],[93.37987378422426,25.036046968411064],[93.35292432570068,25.036046968411064],[93.35292432570068,25.00909750988748]]]}"
+3464+929,1,328.52777777777777,3464500929,+3464+929,0.4639873719877667,,28.725112915039062,542.5235664844513,167.07377529144287,7.10180844200982,0.3280619616922179,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,25.036046968411064],[93.37987378422426,25.036046968411064],[93.37987378422426,25.06299642693465],[93.35292432570068,25.06299642693465],[93.35292432570068,25.036046968411064]]]}"
+3464+930,1,653.8055555555555,3464500930,+3464+930,0.44823837445841896,,34.5717887878418,536.825740814209,172.51630210876465,12.567581196626028,0.3570545353301584,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,25.06299642693465],[93.37987378422426,25.06299642693465],[93.37987378422426,25.089945885458235],[93.35292432570068,25.089945885458235],[93.35292432570068,25.06299642693465]]]}"
+3464+931,1,923.0833333333334,3464500931,+3464+931,0.4590517216258579,,33.79790369669596,527.8909533818563,171.5682570139567,14.287847267256844,0.3570545353301584,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,25.089945885458235],[93.37987378422426,25.089945885458235],[93.37987378422426,25.116895343981824],[93.35292432570068,25.116895343981824],[93.35292432570068,25.089945885458235]]]}"
+3464+932,1,767.1388888888889,3464500932,+3464+932,0.4866832345724106,,33.41096115112305,523.4235596656799,171.09423446655273,12.130530688497755,0.3570545353301584,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,25.116895343981824],[93.37987378422426,25.116895343981824],[93.37987378422426,25.14384480250541],[93.35292432570068,25.14384480250541],[93.35292432570068,25.116895343981824]]]}"
+3464+933,1,928.3055555555555,3464500933,+3464+933,0.48467302487956154,,27.286084810892742,487.15360045433044,170.1011702219645,15.192785329288906,0.39528139599200607,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,25.14384480250541],[93.37987378422426,25.14384480250541],[93.37987378422426,25.170794261028995],[93.35292432570068,25.170794261028995],[93.35292432570068,25.14384480250541]]]}"
+3464+934,1,901.9411764705883,3464500934,+3464+934,0.4987231840689977,,26.06110954284668,479.89960861206055,169.90255737304688,14.439876261879416,0.4029267681243757,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.35292432570068,25.170794261028995],[93.37987378422426,25.170794261028995],[93.37987378422426,25.19774371955258],[93.35292432570068,25.19774371955258],[93.35292432570068,25.170794261028995]]]}"
+3465+894,1,944.1666666666666,3465500894,+3465+894,0.4627554573946529,,19.512538486056858,348.3191152082549,142.2315984302097,11.756102667914497,0.30737756702997915,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.092815920085567],[93.40682324274785,24.092815920085567],[93.40682324274785,24.119765378609152],[93.37987378422426,24.119765378609152],[93.37987378422426,24.092815920085567]]]}"
+3465+895,1,1206.2222222222222,3465500895,+3465+895,0.46578623520003426,,14.617633183797201,344.7004530628522,137.7987159093221,16.65338737434811,0.30737756702997915,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.119765378609152],[93.40682324274785,24.119765378609152],[93.40682324274785,24.146714837132738],[93.37987378422426,24.146714837132738],[93.37987378422426,24.119765378609152]]]}"
+3465+896,1,1220.25,3465500896,+3465+896,0.45737554795212215,,19.734191523657906,349.7118355135123,131.70897981855603,16.26785726679696,0.3055591975172905,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.146714837132738],[93.40682324274785,24.146714837132738],[93.40682324274785,24.173664295656323],[93.37987378422426,24.173664295656323],[93.37987378422426,24.146714837132738]]]}"
+3465+897,1,1145.0277777777778,3465500897,+3465+897,0.4346494844390286,,20.757503191630047,350.7141120036443,130.49103260040283,15.78474438852734,0.3051955236147528,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.173664295656323],[93.40682324274785,24.173664295656323],[93.40682324274785,24.20061375417991],[93.37987378422426,24.20061375417991],[93.37987378422426,24.173664295656323]]]}"
+3465+898,1,794.2222222222222,3465500898,+3465+898,0.49297113964955014,,21.481366475423176,341.24031643072766,144.76087061564127,14.718236989445156,0.3051955236147528,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.20061375417991],[93.40682324274785,24.20061375417991],[93.40682324274785,24.227563212703497],[93.37987378422426,24.227563212703497],[93.37987378422426,24.20061375417991]]]}"
+3465+899,1,1022.6111111111111,3465500899,+3465+899,0.4980038445856836,,20.234699885050457,340.59226692054006,145.20338339275784,14.795304430855644,0.30344324939327166,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.227563212703497],[93.40682324274785,24.227563212703497],[93.40682324274785,24.254512671227083],[93.37987378422426,24.254512671227083],[93.37987378422426,24.227563212703497]]]}"
+3465+900,1,1118.4444444444443,3465500900,+3465+900,0.5082483001881175,,14.00136693318685,337.3520193696022,147.41594727834067,14.000897460513645,0.2946818782858653,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.254512671227083],[93.40682324274785,24.254512671227083],[93.40682324274785,24.28146212975067],[93.37987378422426,24.28146212975067],[93.37987378422426,24.254512671227083]]]}"
+3465+901,1,1251.9722222222222,3465500901,+3465+901,0.49748973548412323,,15.861648559570312,352.35014614131717,160.14287524753146,15.241374082035488,0.2946818782858653,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.28146212975067],[93.40682324274785,24.28146212975067],[93.40682324274785,24.308411588274254],[93.37987378422426,24.308411588274254],[93.37987378422426,24.28146212975067]]]}"
+3465+902,1,1277.0,3465500902,+3465+902,0.48581329070859486,,19.58221181233724,382.34639968474704,185.5967311859131,17.92217849360572,0.2946818782858653,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.308411588274254],[93.40682324274785,24.308411588274254],[93.40682324274785,24.33536104679784],[93.37987378422426,24.33536104679784],[93.37987378422426,24.308411588274254]]]}"
+3465+903,1,955.3888888888889,3465500903,+3465+903,0.4942176681425836,,15.180376052856445,380.0551627576351,182.8122460047404,23.175934341218735,0.2971398932748735,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.33536104679784],[93.40682324274785,24.33536104679784],[93.40682324274785,24.362310505321425],[93.37987378422426,24.362310505321425],[93.37987378422426,24.33536104679784]]]}"
+3465+904,1,555.3333333333334,3465500904,+3465+904,0.5139383069343038,,10.77854029337565,377.7639258305232,180.02776082356772,11.278034591012531,0.29959790826388144,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.362310505321425],[93.40682324274785,24.362310505321425],[93.40682324274785,24.38925996384501],[93.37987378422426,24.38925996384501],[93.37987378422426,24.362310505321425]]]}"
+3465+905,1,441.69444444444446,3465500905,+3465+905,0.5182152705060111,,9.837488386366102,373.83643702665967,165.59585211012097,8.23549829920133,0.29959790826388144,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.38925996384501],[93.40682324274785,24.38925996384501],[93.40682324274785,24.416209422368595],[93.37987378422426,24.416209422368595],[93.37987378422426,24.38925996384501]]]}"
+3465+906,1,518.7222222222222,3465500906,+3465+906,0.5039394083950255,,9.366962432861328,371.8726926247279,158.37989775339761,10.011316792832481,0.29959790826388144,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.416209422368595],[93.40682324274785,24.416209422368595],[93.40682324274785,24.44315888089218],[93.37987378422426,24.44315888089218],[93.37987378422426,24.416209422368595]]]}"
+3465+907,1,526.0277777777778,3465500907,+3465+907,0.5103155713942316,,12.125804053412544,395.2557636234495,166.06676854027643,12.06845455037223,0.30908403498215564,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.44315888089218],[93.40682324274785,24.44315888089218],[93.40682324274785,24.470108339415766],[93.37987378422426,24.470108339415766],[93.37987378422426,24.44315888089218]]]}"
+3465+908,1,315.52777777777777,3465500908,+3465+908,0.5026327446103096,,13.50522486368815,406.94729912281036,169.91020393371582,8.201301116082403,0.31382709834129296,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.470108339415766],[93.40682324274785,24.470108339415766],[93.40682324274785,24.497057797939352],[93.37987378422426,24.497057797939352],[93.37987378422426,24.470108339415766]]]}"
+3465+909,1,382.3333333333333,3465500909,+3465+909,0.5080007049772475,,23.179215007358128,407.46923563877743,175.76567310757108,14.550939718882242,0.31382709834129296,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.497057797939352],[93.40682324274785,24.497057797939352],[93.40682324274785,24.524007256462937],[93.37987378422426,24.524007256462937],[93.37987378422426,24.497057797939352]]]}"
+3465+910,1,561.25,3465500910,+3465+910,0.5070862794915835,,25.11401303609212,407.5736229419708,176.93676694234213,16.710506161053974,0.31382709834129296,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.524007256462937],[93.40682324274785,24.524007256462937],[93.40682324274785,24.550956714986523],[93.37987378422426,24.550956714986523],[93.37987378422426,24.524007256462937]]]}"
+3465+911,1,412.55555555555554,3465500911,+3465+911,0.5029744456211726,,26.735130310058594,431.74387439092,172.76630655924478,16.718635853793884,0.3198154432044182,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.550956714986523],[93.40682324274785,24.550956714986523],[93.40682324274785,24.577906173510108],[93.37987378422426,24.577906173510108],[93.37987378422426,24.550956714986523]]]}"
+3465+912,1,341.4166666666667,3465500912,+3465+912,0.50566858632697,,25.52906386057536,434.8674384355545,171.97411992814807,14.081718739536074,0.3198154432044182,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.577906173510108],[93.40682324274785,24.577906173510108],[93.40682324274785,24.604855632033694],[93.37987378422426,24.604855632033694],[93.37987378422426,24.577906173510108]]]}"
+3465+913,1,389.8888888888889,3465500913,+3465+913,0.526606040696303,,19.49873161315918,450.485258658727,168.0131867726644,13.4133047858874,0.3198154432044182,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.604855632033694],[93.40682324274785,24.604855632033694],[93.40682324274785,24.63180509055728],[93.37987378422426,24.63180509055728],[93.37987378422426,24.604855632033694]]]}"
+3465+914,1,587.8888888888889,3465500914,+3465+914,0.5047020746601952,,19.23972765604655,460.19767422146265,168.68832651774088,14.427200688256157,0.3163760337655403,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.63180509055728],[93.40682324274785,24.63180509055728],[93.40682324274785,24.658754549080868],[93.37987378422426,24.658754549080868],[93.37987378422426,24.63180509055728]]]}"
+3465+915,1,654.3888888888889,3465500915,+3465+915,0.5017622080114152,,18.72171974182129,479.622505346934,170.0386060078939,16.180122673511505,0.3094972148877845,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.658754549080868],[93.40682324274785,24.658754549080868],[93.40682324274785,24.685704007604453],[93.37987378422426,24.685704007604453],[93.37987378422426,24.658754549080868]]]}"
+3465+916,1,763.6388888888889,3465500916,+3465+916,0.4987485648857223,,28.201725959777832,477.0820645093918,175.53790537516275,15.310975405904982,0.3094972148877845,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.685704007604453],[93.40682324274785,24.685704007604453],[93.40682324274785,24.71265346612804],[93.37987378422426,24.71265346612804],[93.37987378422426,24.685704007604453]]]}"
+3465+917,1,701.9722222222222,3465500917,+3465+917,0.5084668522079786,,37.681732177734375,474.54162367184955,181.03720474243164,12.91374541653527,0.3094972148877845,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.71265346612804],[93.40682324274785,24.71265346612804],[93.40682324274785,24.739602924651624],[93.37987378422426,24.739602924651624],[93.37987378422426,24.71265346612804]]]}"
+3465+918,1,545.1388888888889,3465500918,+3465+918,0.46907781809568405,,35.03818215264214,467.2377082771725,184.1594696044922,10.039944158660042,0.302776456859014,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.739602924651624],[93.40682324274785,24.739602924651624],[93.40682324274785,24.76655238317521],[93.37987378422426,24.76655238317521],[93.37987378422426,24.739602924651624]]]}"
+3465+919,1,536.1388888888889,3465500919,+3465+919,0.49830803440676796,,33.71640714009603,463.585750579834,185.72060203552246,9.987757649686602,0.2994160778446285,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.76655238317521],[93.40682324274785,24.76655238317521],[93.40682324274785,24.793501841698795],[93.37987378422426,24.793501841698795],[93.37987378422426,24.76655238317521]]]}"
+3465+920,1,332.55555555555554,3465500920,+3465+920,0.49166613899999195,,21.981819258795845,489.3946072657903,178.10260126325818,10.64241788453526,0.2994160778446285,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.793501841698795],[93.40682324274785,24.793501841698795],[93.40682324274785,24.82045130022238],[93.37987378422426,24.82045130022238],[93.37987378422426,24.793501841698795]]]}"
+3465+921,1,319.1666666666667,3465500921,+3465+921,0.4842042848467827,,19.63490168253581,494.55637860298157,176.57900110880533,9.093091585569912,0.2994160778446285,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.82045130022238],[93.40682324274785,24.82045130022238],[93.40682324274785,24.847400758745966],[93.37987378422426,24.847400758745966],[93.37987378422426,24.82045130022238]]]}"
+3465+922,1,284.8611111111111,3465500922,+3465+922,0.49833866871065563,,24.274367226494682,519.7794325616625,171.7634703318278,6.564731624391344,0.29432264702505173,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.847400758745966],[93.40682324274785,24.847400758745966],[93.40682324274785,24.87435021726955],[93.37987378422426,24.87435021726955],[93.37987378422426,24.847400758745966]]]}"
+3465+923,1,269.8888888888889,3465500923,+3465+923,0.4888437795970175,,25.202260335286457,524.8240433533987,170.80036417643228,7.290042512946659,0.29330396086113636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.87435021726955],[93.40682324274785,24.87435021726955],[93.40682324274785,24.901299675793137],[93.37987378422426,24.901299675793137],[93.37987378422426,24.87435021726955]]]}"
+3465+924,1,255.52777777777777,3465500924,+3465+924,0.48161906997362774,,18.309388478597004,514.6024599075317,162.1612777709961,7.358571822444598,0.29330396086113636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.901299675793137],[93.40682324274785,24.901299675793137],[93.40682324274785,24.928249134316722],[93.37987378422426,24.928249134316722],[93.37987378422426,24.901299675793137]]]}"
+3465+925,1,301.3888888888889,3465500925,+3465+925,0.48535243504577213,,20.57830746968587,517.4452018340429,163.2207793129815,8.491199052996105,0.29426486539332664,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.928249134316722],[93.40682324274785,24.928249134316722],[93.40682324274785,24.955198592840308],[93.37987378422426,24.955198592840308],[93.37987378422426,24.928249134316722]]]}"
+3465+926,1,617.3333333333334,3465500926,+3465+926,0.5035214573144913,,31.922902425130207,531.6589114665985,168.51828702290854,15.702219592200386,0.29906938805427724,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.955198592840308],[93.40682324274785,24.955198592840308],[93.40682324274785,24.982148051363893],[93.37987378422426,24.982148051363893],[93.37987378422426,24.955198592840308]]]}"
+3465+927,1,639.3055555555555,3465500927,+3465+927,0.5000880029466417,,30.55617184109158,536.9722248713175,167.89792357550726,13.240043216281467,0.29906938805427724,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,24.982148051363893],[93.40682324274785,24.982148051363893],[93.40682324274785,25.00909750988748],[93.37987378422426,25.00909750988748],[93.37987378422426,24.982148051363893]]]}"
+3465+928,1,452.77777777777777,3465500928,+3465+928,0.5046794679429796,,27.822710673014324,547.5988516807556,166.65719668070474,10.976658145586649,0.29906938805427724,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,25.00909750988748],[93.40682324274785,25.00909750988748],[93.40682324274785,25.036046968411064],[93.37987378422426,25.036046968411064],[93.37987378422426,25.00909750988748]]]}"
+3465+929,1,340.72222222222223,3465500929,+3465+929,0.46967995953228736,,33.232453028361,542.6050816377004,170.8626880645752,7.930949380000432,0.3280619616922179,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,25.036046968411064],[93.40682324274785,25.036046968411064],[93.40682324274785,25.06299642693465],[93.37987378422426,25.06299642693465],[93.37987378422426,25.036046968411064]]]}"
+3465+930,1,316.1111111111111,3465500930,+3465+930,0.5023249520195855,,38.64219538370768,537.6113115946451,175.06817944844565,7.274210764302148,0.3570545353301584,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.37987378422426,25.06299642693465],[93.40682324274785,25.06299642693465],[93.40682324274785,25.089945885458235],[93.37987378422426,25.089945885458235],[93.37987378422426,25.06299642693465]]]}"
